,date,value,action,reward,balance,coin,position,price,index
0,2023-04-08,100000000.0,2,-0.56142722,-900400000.0,27.016269197310617,10,37014733.333333336,137177
1,2023-04-08,99615984.62594163,1,0.00841403,-900400000.0,27.016269197310617,10,37015325.0,137178
2,2023-04-08,99632419.52303672,2,0.00791989,-900400000.0,27.016269197310617,10,37015933.333333336,137179
3,2023-04-08,99647053.33551848,2,0.00784892,-900400000.0,27.016269197310617,10,37016475.0,137180
4,2023-04-08,99660786.60569394,1,0.00706678,-900400000.0,27.016269197310617,10,37016983.333333336,137181
5,2023-04-08,99673169.06240916,0,-1.39427905,1098873139.794784,-27.014292586850388,-10,37017441.666666664,137182
6,2023-04-08,98859857.76759541,1,-0.01623009,1098873139.794784,-27.014292586850388,-10,37017933.333333336,137183
7,2023-04-08,98850402.76519,0,-0.01083402,1098873139.794784,-27.014292586850388,-10,37018283.333333336,137184
8,2023-04-08,98844099.43025327,2,-1.36041868,-901955912.1858925,27.01350810472777,10,37018516.666666664,137185
9,2023-04-08,98051966.75397146,2,0.00167308,-901955912.1858925,27.01350810472777,10,37018808.333333336,137186
10,2023-04-08,98054893.21734941,1,0.00373111,-901955912.1858925,27.01350810472777,10,37018916.666666664,137187
11,2023-04-08,98061421.48180819,1,0.00355172,-901955912.1858925,27.01350810472777,10,37019158.333333336,137188
12,2023-04-08,98067274.40856409,0,-1.3807096,1097267265.1339264,-27.01288176799311,-10,37019375.0,137189
13,2023-04-08,97262988.09431303,2,-1.30406611,-903537013.6165028,27.012766233321866,10,37019533.333333336,137190
14,2023-04-08,96459609.78771806,0,-1.22718512,1095659611.1383564,-27.0128574448223,-10,37019408.333333336,137191
15,2023-04-08,95662987.74553704,1,0.00150373,1095659611.1383564,-27.0128574448223,-10,37019283.333333336,137192
16,2023-04-08,95665914.1384269,1,-0.00555345,1095659611.1383564,-27.0128574448223,-10,37019175.0,137193
17,2023-04-08,95662312.42410088,1,-0.01144786,1095659611.1383564,-27.0128574448223,-10,37019308.333333336,137194
18,2023-04-08,95654883.88830352,0,-0.01975045,1095659611.1383564,-27.0128574448223,-10,37019583.333333336,137195
19,2023-04-08,95642052.7810173,2,-1.14288345,-905157954.2423255,27.012383151746338,10,37020058.333333336,137196
20,2023-04-08,94862305.04503822,1,0.005285,-905157954.2423255,27.012383151746338,10,37020808.333333336,137197
21,2023-04-08,94873109.998299,0,-1.18781572,1094073097.5726027,-27.01154405864206,-10,37021208.333333336,137198
22,2023-04-08,94062292.9549793,2,-1.16231282,-906737711.3668677,27.011252212390374,10,37021608.333333336,137199
23,2023-04-08,93269941.82125902,0,-1.13225968,1092469938.7599838,-27.011045491777725,-10,37021891.666666664,137200
24,2023-04-08,92460484.89406168,1,-0.01448264,1092469938.7599838,-27.011045491777725,-10,37022241.666666664,137201
25,2023-04-08,92450130.65995646,0,-0.00440938,1092469938.7599838,-27.011045491777725,-10,37022625.0,137202
26,2023-04-08,92446979.37131584,2,-1.07773672,-908353029.8124396,27.010425348924052,10,37022741.666666664,137203
27,2023-04-08,91640667.75497913,2,-0.0119608,-908353029.8124396,27.010425348924052,10,37022508.333333336,137204
28,2023-04-08,91632114.45361853,2,-0.01572223,-908353029.8124396,27.010425348924052,10,37022191.666666664,137205
29,2023-04-08,91620860.10972321,0,-1.03633369,1090820870.5537543,-27.011130611646795,-10,37021775.0,137206
30,2023-04-08,90845630.75681496,1,0.01437293,1090820870.5537543,-27.011130611646795,-10,37020858.333333336,137207
31,2023-04-08,90877819.02079391,2,-1.11305211,-909922158.1998192,27.012668941733676,10,37019666.666666664,137208
32,2023-04-08,90045201.49187636,2,-0.02103695,-909922158.1998192,27.012668941733676,10,37018458.333333336,137209
33,2023-04-08,90029444.10166025,0,-1.02093407,1089229463.4607396,-27.013976356017196,-10,37017875.0,137210
34,2023-04-08,89229913.69367874,2,-1.02468337,-911570086.1262281,27.013988518604645,10,37017858.333333336,137211
35,2023-04-08,88428563.17434597,1,-0.00691983,-911570086.1262281,27.013988518604645,10,37017808.333333336,137212
36,2023-04-08,88423160.37664223,2,-0.01500577,-911570086.1262281,27.013988518604645,10,37017608.333333336,137213
37,2023-04-08,88411454.31495082,1,-0.01443436,-911570086.1262281,27.013988518604645,10,37017175.0,137214
38,2023-04-08,88400198.48640144,2,-0.01385698,-911570086.1262281,27.013988518604645,10,37016758.333333336,137215
39,2023-04-08,88389843.12413597,0,-1.05288126,1087589859.1524358,-27.015071032752395,-10,37016375.0,137216
40,2023-04-08,87604267.19032001,0,0.00644798,1087589859.1524358,-27.015071032752395,-10,37015841.666666664,137217
41,2023-04-08,87618675.22820401,0,0.00433568,1087589859.1524358,-27.015071032752395,-10,37015308.333333336,137218
42,2023-04-08,87628355.62865746,2,-1.08867621,-913171628.972752,27.016111057829338,10,37014950.0,137219
43,2023-04-08,86817789.71708381,1,-0.01993919,-913171628.972752,27.016111057829338,10,37014558.333333336,137220
44,2023-04-08,86802930.85600197,0,-1.00549129,1086002941.0320706,-27.016798369806384,-10,37014008.333333336,137221
45,2023-04-08,86020727.09099746,1,0.00807291,1086002941.0320706,-27.016798369806384,-10,37013350.0,137222
46,2023-04-08,86038738.28991067,1,0.00464744,1086002941.0320706,-27.016798369806384,-10,37012683.333333336,137223
47,2023-04-08,86049094.72928584,1,0.00602775,1086002941.0320706,-27.016798369806384,-10,37012300.0,137224
48,2023-04-08,86061927.70851147,1,0.00486135,1086002941.0320706,-27.016798369806384,-10,37011825.0,137225
49,2023-04-08,86072284.14788663,0,0.00528045,1086002941.0320706,-27.016798369806384,-10,37011441.666666664,137226
50,2023-04-08,86083541.14720726,1,0.00666013,1086002941.0320706,-27.016798369806384,-10,37011025.0,137227
51,2023-04-08,86097049.5463922,1,0.00166707,1086002941.0320706,-27.016798369806384,-10,37010525.0,137228
52,2023-04-08,86100426.64618838,2,-1.13417878,-914699534.359566,27.01943237576465,10,37010400.0,137229
53,2023-04-08,85297313.37332368,2,-0.00222822,-914699534.359566,27.01943237576465,10,37010283.333333336,137230
54,2023-04-08,85295737.23976827,2,0.00266962,-914699534.359566,27.01943237576465,10,37010225.0,137231
