,date,value,action,reward,balance,coin,position,price,index
0,2023-01-05,100000000.0,1,0.43083849,600000000.0,-23.21808905839814,-5,21534933.333333332,4969
1,2023-01-05,100010448.14007628,1,0.15645084,1100000000.0,-46.436663298628346,-10,21534483.333333332,4970
2,2023-01-05,100014317.86201775,4,-1.31086371,-899985682.1379822,46.437328181885725,10,21534400.0,4971
3,2023-01-05,100003869.46317673,3,-2.13761004,-899985682.1379822,46.437328181885725,10,21534175.0,4972
4,2023-01-05,99988003.37604797,3,-2.77948319,-899985682.1379822,46.437328181885725,10,21533833.333333332,4973
5,2023-01-05,99969815.42251015,1,0.627343,599969815.4225101,-23.219697424122867,-5,21533441.666666668,4974
6,2023-01-05,99982586.25609338,1,1.27105533,1099969815.4225101,-46.43998793317742,-10,21532891.666666668,4975
7,2023-01-05,100013933.24794841,4,-4.47493601,-899986066.7520516,46.442036854852375,10,21532216.666666668,4976
8,2023-01-05,99982197.85609746,3,-8.10531452,-899986066.7520516,46.442036854852375,10,21531533.333333332,4977
9,2023-01-05,99940400.02292812,1,1.23722242,599940400.0229281,-23.222726069367834,-5,21530633.333333332,4978
10,2023-01-05,99963042.18084574,1,1.92902459,1099940400.0229282,-46.44650381162184,-10,21529658.333333332,4979
11,2023-01-05,100011036.90145099,1,1.66090266,1099940400.0229282,-46.44650381162184,-10,21528625.0,4980
12,2023-01-05,100063289.21823907,1,1.32180978,1099940400.0229282,-46.44650381162184,-10,21527500.0,4981
13,2023-01-05,100113219.2098366,1,1.06102033,1099940400.0229282,-46.44650381162184,-10,21526425.0,4982
14,2023-01-05,100159278.65944982,4,-3.45871306,-899840721.3405502,46.45667218468695,10,21525433.333333332,4983
15,2023-01-05,100115144.82087433,1,0.53205663,600115144.8208743,-23.229361293225004,-5,21524483.333333332,4984
16,2023-01-05,100136825.55808127,4,-2.72433378,-899863174.4419187,46.46073719251704,10,21523550.0,4985
17,2023-01-05,100104303.04204655,1,0.39538899,600104303.0420465,-23.231124130865567,-5,21522850.0,4986
18,2023-01-05,100118435.30922616,3,-0.4869434,-399881564.69077384,23.231780766331262,5,21522241.666666668,4987
19,2023-01-05,100112433.76586145,1,0.23362764,600112433.7658615,-23.232059622757816,-5,21521983.333333332,4988
20,2023-01-05,100121145.78822005,1,0.4539059,1100112433.7658615,-46.464524049014685,-10,21521608.333333332,4989
