,date,value,action,reward,balance,coin,position,price,index
0,2023-04-22,100000000.0,0,-0.5637056,199960000.0,-2.6813281690952797,-1,37294950.0,157336
1,2023-04-22,99963284.62700714,1,0.00901843,199960000.0,-2.6813281690952797,-1,37293725.0,157337
2,2023-04-22,99965049.83471847,1,0.00784502,199960000.0,-2.6813281690952797,-1,37293066.666666664,157338
3,2023-04-22,99966591.5984157,1,0.0006784,199960000.0,-2.6813281690952797,-1,37292491.666666664,157339
4,2023-04-22,99966725.66482416,1,-0.00843778,199960000.0,-2.6813281690952797,-1,37292441.666666664,157340
5,2023-04-22,99966167.05478892,1,0.00414467,199960000.0,-2.6813281690952797,-1,37292650.0,157341
6,2023-04-22,99966993.79764107,2,-1.1590989,-113003.40483987331,2.6815157088776718,1,37292341.666666664,157342
7,2023-04-22,99885812.25905538,1,-0.00794899,-113003.40483987331,2.6815157088776718,1,37291900.0,157343
8,2023-04-22,99885253.60994935,1,-0.00221555,-113003.40483987331,2.6815157088776718,1,37291691.666666664,157344
9,2023-04-22,99885097.18819968,0,-1.16153339,199805097.94796246,-2.681566642741133,-1,37291633.333333336,157345
10,2023-04-22,99805164.98712854,1,-0.00390357,199805097.94796246,-2.681566642741133,-1,37291608.333333336,157346
11,2023-04-22,99804896.83046426,1,-0.00065208,199805097.94796246,-2.681566642741133,-1,37291708.333333336,157347
12,2023-04-22,99804852.1376869,1,0.0,199805097.94796246,-2.681566642741133,-1,37291725.0,157348
13,2023-04-22,99804852.1376869,0,-0.59661609,299765097.94796246,-5.363126693932115,-2,37291725.0,157349
14,2023-04-22,99764941.52313176,1,0.0,299765097.94796246,-5.363126693932115,-2,37291708.333333336,157350
15,2023-04-22,99764941.52313176,1,-0.01328506,299765097.94796246,-5.363126693932115,-2,37291708.333333336,157351
16,2023-04-22,99764047.66868278,1,-0.01588279,299765097.94796246,-5.363126693932115,-2,37291875.0,157352
17,2023-04-22,99762975.04334399,0,-0.4702212,399725097.94796246,-8.044661577684225,-3,37292075.0,157353
18,2023-04-22,99730483.39414984,1,0.05976945,399725097.94796246,-8.044661577684225,-3,37291141.666666664,157354
19,2023-04-22,99742818.54190224,1,0.07204284,399725097.94796246,-8.044661577684225,-3,37289608.333333336,157355
20,2023-04-22,99757298.93274212,1,0.06635867,399725097.94796246,-8.044661577684225,-3,37287808.333333336,157356
21,2023-04-22,99769500.00280166,1,0.06146462,399725097.94796246,-8.044661577684225,-3,37286291.666666664,157357
22,2023-04-22,99780695.49016386,1,0.06275789,399725097.94796246,-8.044661577684225,-3,37284900.0,157358
23,2023-04-22,99792025.05521917,2,-2.57745922,-367948.17393791676,2.6821522215261044,1,37283491.666666664,157359
24,2023-04-22,99627782.73377615,1,-0.06749921,-367948.17393791676,2.6821522215261044,1,37281900.0,157360
25,2023-04-22,99623468.93895319,2,-0.72700451,-100407948.17393792,5.364534668909497,2,37280291.666666664,157361
26,2023-04-22,99575556.25031656,1,-0.20707766,-100407948.17393792,5.364534668909497,2,37278816.666666664,157362
27,2023-04-22,99562144.91364428,0,-1.63410856,199442156.87640926,-2.682668486112049,-1,37276316.666666664,157363
28,2023-04-22,99448707.05862951,0,-0.40673169,299402156.8764093,-5.365512703409016,-2,37273875.0,157364
29,2023-04-22,99420019.34791258,1,0.05516938,299402156.8764093,-5.365512703409016,-2,37271766.666666664,157365
30,2023-04-22,99431599.91283074,1,0.04018234,299402156.8764093,-5.365512703409016,-2,37269608.333333336,157366
31,2023-04-22,99439961.17012691,1,0.03667622,299402156.8764093,-5.365512703409016,-2,37268050.0,157367
32,2023-04-22,99447025.76185304,1,0.03116493,299402156.8764093,-5.365512703409016,-2,37266733.333333336,157368
33,2023-04-22,99453017.25103855,0,-0.54820688,399362156.8764093,-8.048951458615447,-3,37265616.666666664,157369
34,2023-04-22,99416974.65217233,2,-2.32262342,-743003.4207173586,2.6834741598210123,1,37265125.0,157370
35,2023-04-22,99256772.95643598,1,-0.00863392,-743003.4207173586,2.6834741598210123,1,37265041.666666664,157371
36,2023-04-22,99256191.53703469,1,-0.0396516,-743003.4207173586,2.6834741598210123,1,37264825.0,157372
37,2023-04-22,99253508.06287488,0,-1.09545899,199173509.45828146,-2.6835677765232098,-1,37263825.0,157373
38,2023-04-22,99175343.22959542,1,0.0064406,199173509.45828146,-2.6835677765232098,-1,37263141.666666664,157374
39,2023-04-22,99176729.7396133,1,0.01002875,199173509.45828146,-2.6835677765232098,-1,37262625.0,157375
40,2023-04-22,99178898.95689932,1,0.00601241,199173509.45828146,-2.6835677765232098,-1,37261816.666666664,157376
41,2023-04-22,99180106.56239875,1,0.00212031,199173509.45828146,-2.6835677765232098,-1,37261366.666666664,157377
42,2023-04-22,99180531.46063003,1,-0.01089565,199173509.45828146,-2.6835677765232098,-1,37261208.333333336,157378
43,2023-04-22,99179838.2056211,1,-0.02311808,199173509.45828146,-2.6835677765232098,-1,37261466.666666664,157379
44,2023-04-22,99178362.24334401,0,-0.71949527,299133509.45828146,-5.367265787142603,-2,37262016.666666664,157380
45,2023-04-22,99130848.071242,1,-0.08874586,299133509.45828146,-5.367265787142603,-2,37263416.666666664,157381
46,2023-04-22,99124944.07887614,1,-0.04947115,299133509.45828146,-5.367265787142603,-2,37264516.666666664,157382
47,2023-04-22,99121634.26497406,0,-0.60647376,399093509.45828146,-8.05073934687762,-3,37265133.333333336,157383
48,2023-04-22,99079822.84862095,2,-2.10912507,-1080182.6260228753,2.683457357514564,1,37265358.333333336,157384
49,2023-04-22,98919526.66609673,1,-0.04226956,-1080182.6260228753,2.683457357514564,1,37265250.0,157385
50,2023-04-22,98916463.05228023,0,-1.04983812,198836464.39400893,-2.68354737232632,-1,37264108.333333336,157386
51,2023-04-22,98839349.20743419,0,-0.47601176,298796464.39400893,-5.367172162220863,-2,37263033.333333336,157387
52,2023-04-22,98805968.7197676,1,0.02904501,298796464.39400893,-5.367172162220863,-2,37261800.0,157388
53,2023-04-22,98811962.06201538,2,-1.69226898,-1308031.7389174104,2.6837940438558783,1,37260683.333333336,157389
54,2023-04-22,98689016.08763435,1,-0.03318122,-1308031.7389174104,2.6837940438558783,1,37259583.333333336,157390
